text,class
"Ok, be careful ! Don't text and drive !",no
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",no
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,no
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,no
How abt making some of the pics bigger?,no
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,no
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",no
Why nothing. Ok anyway give me treat,no
Correct. So how was work today,no
"Just sent again. Do you scream and moan in bed, princess?",no
"I wake up long ago already... Dunno, what other thing?",no
Oh just getting even with u.... u?,no
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,no
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,no
Yeah jay's sort of a fucking retard,no
"Sorry, was in the bathroom, sup",no
My exam is for february 4. Wish you a great day.,no
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,no
"Aight no rush, I'll ask jay",no
Good Morning plz call me sir,no
It's ok lar. U sleep early too... Nite...,no
"Oh... Icic... K lor, den meet other day...",no
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",no
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",no
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",no
Then she buying today? Ü no need to c meh...,no
Aight sorry I take ten years to shower. What's the plan?,no
Every monday..nxt week vl be completing..,no
Might ax well im there.,no
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,no
Yeah I'll try to scrounge something up,no
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,no
Were somewhere on Fredericksburg,no
Que pases un buen tiempo or something like that,no
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,no
She doesnt need any test.,no
"Nothing much, chillin at home. Any super bowl plan?",no
Bugis oso near wat... ,no
Yo theres no class tmrw right?,no
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,no
"Goodnight, sleep well da please take care pa. Please.",no
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,no
Convey my regards to him,no
U ned to convince him tht its not possible witot hurting his feeling its the main,no
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",no
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,no
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",no
Yo dude guess who just got arrested the other day,no
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,no
What does the dance river do?,no
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",no
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,no
Bbq this sat at mine from 6ish. Ur welcome 2 come,no
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",no
Alright. I'm out--have a good night!,no
Did you try making another butt.,no
Hope you are feeling great. Pls fill me in. Abiola,no
I though we shd go out n have some fun so bar in town or something – sound ok?,no
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",no
We're finally ready fyi,no
Auntie huai juan never pick up her phone,no
"Ya tel, wats ur problem..",no
i dnt wnt to tlk wid u,no
We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. "paths are made by walking.. not by waiting.." Goodnight!,no
Its ok my arm is feeling weak cuz i got a shot so we can go another time,no
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,no
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",no
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,no
All e best 4 ur exam later.,no
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,no
Oh k.i think most of wi and nz players unsold.,no
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",no
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",no
"Haha just kidding, papa needs drugs",no
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",no
R we still meeting 4 dinner tonight?,no
Thats cool! I am a gentleman and will treat you with dignity and respect.,no
Shall i start from hear.,no
Then we wait 4 u lor... No need 2 feel bad lar...,no
No did you check? I got his detailed message now,no
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,no
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",no
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,no
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,no
cool. We will have fun practicing making babies!,no
Actually getting ready to leave the house.,no
Then we gotta do it after that,no
"I've got ten bucks, jay is being noncomittal",no
Where at were hungry too,no
Pls speak to that customer machan.,no
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,no
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",no
So wats ur opinion abt him and how abt is character?,no
Jay is snickering and tells me that x is totally fucking up the chords as we speak,no
No..few hours before.went to hair cut .,no
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,no
Lmao. Take a pic and send it to me.,no
Speak only when you feel your words are better than the silence... Gud mrng:-),no
No. She's currently in scotland for that.,no
Do you work all this week ?,no
Lol great now im getting hungry.,no
Yes.. now only saw your message..,no
I'll be at mu in like  &lt;#&gt;  seconds,no
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,no
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",no
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,no
My painful personal thought- "I always try to keep everybody happy all the time. But nobody recognises me when i am alone",no
Thanks for ve lovely wisheds. You rock,no
You intrepid duo you! Have a great time and see you both soon. ,no
I asked sen to come chennai and search for job.,no
Dad went out oredi... ,no
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",no
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,no
"Arms fine, how's Cardiff and uni? ",no
In fact when do you leave? I think addie goes back to school tues or wed,no
Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: "GOODMORNING &amp; HAVE A NICE DAY" :),no
"Its ok., i just askd did u knw tht no?",no
I am in a marriage function,no
